Port: 1 	 Tipo: Generic 	 Fecha: 2/10/2020 	 Hora: 00:46:56 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/10/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/10/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/10/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: DoS 	 Fecha: 2/10/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: DoS 	 Fecha: 2/10/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: DoS 	 Fecha: 2/10/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 54915 	 Tipo: DoS	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: mdns 	 Tipo: Reconnaissance 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: domain 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: 4070 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:57 	 IP: 0
Port: hostm* 	 Tipo: Reconnaissance 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: fe80::1d85:84de:a*
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: mdns 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: fe80::1d85:84de:a*
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 192.168.0.3
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 192.168.0.3
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 192.168.0.3
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 192.168.0.3
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 00:46:58 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: https 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:37 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: mdns 	 Tipo: Reconnaissance 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: domain 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: 4070 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: 0
Port: hostm* 	 Tipo: Reconnaissance 	 Fecha: 2/11/2020 	 Hora: 01:07:38 	 IP: fe80::1d85:84de:a*
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: mdns 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: fe80::1d85:84de:a*
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 192.168.0.3
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 192.168.0.3
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 192.168.0.3
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 192.168.0.3
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 01:07:39 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:14 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 0
Port: https 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 0
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 54915 	 Tipo: Exploits 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 192.168.0.2
Port: 1 	 Tipo: Generic 	 Fecha: 2/11/2020 	 Hora: 02:08:15 	 IP: 0
